Time,Mean Temperature(C)
1/1/2008,"	3.3"
1/2/2008,"	3.4"
1/3/2008,"	2.2"
1/4/2008,"	3.9"
1/5/2008,"	4.9"
1/6/2008,"	6.6"
1/7/2008,"	5.8"
1/8/2008,"	4.6"
1/9/2008,"	4.1"
1/10/2008,"	4.7"
1/11/2008,"	6.1"
1/12/2008,"	4.4"
1/13/2008,"	3.9"
1/14/2008,"	3"
1/15/2008,"	4.1"
1/16/2008,"	4.1"
1/17/2008,"	3.7"
1/18/2008,"	5.2"
1/19/2008,"	5.9"
1/20/2008,"	5.6"
1/21/2008,"	4.5"
1/22/2008,"	7.4"
1/23/2008,"	4.8"
1/24/2008,"	4.9"
1/25/2008,"	5.6"
1/26/2008,"	6.4"
1/27/2008,"	7.6"
1/28/2008,"	11.7"
1/29/2008,"	8.4"
1/30/2008,"	8.2"
1/31/2008,"	7.4"
2/1/2008,"	5.7"
2/2/2008,"	5.9"
2/3/2008,"	2.8"
2/4/2008,"	2.1"
2/5/2008,"	3.7"
2/6/2008,"	5.4"
2/7/2008,"	6.5"
2/8/2008,"	5.2"
2/9/2008,"	4.9"
2/10/2008,"	4.2"
2/11/2008,"	3.8"
2/12/2008,"	3.3"
2/13/2008,"	3.3"
2/14/2008,"	3.5"
2/15/2008,"	3.5"
2/16/2008,"	4.6"
2/17/2008,"	4"
2/18/2008,"	3.9"
2/19/2008,"	4.1"
2/20/2008,"	5.8"
2/21/2008,"	6.6"
2/22/2008,"	7.2"
2/23/2008,"	7.8"
2/24/2008,"	7.5"
2/25/2008,"	7.2"
2/26/2008,"	8.5"
2/27/2008,"	9.2"
2/28/2008,"	10.2"
2/29/2008,"	9.9"
3/1/2008,"	10.9"
3/2/2008,"	11.8"
3/3/2008,"	9.6"
3/4/2008,"	7.8"
3/5/2008,"	6"
3/6/2008,"	4.8"
3/7/2008,"	5.7"
3/8/2008,"	6"
3/9/2008,"	6.8"
3/10/2008,"	4"
3/11/2008,"	7.1"
3/12/2008,"	11.8"
3/13/2008,"	10.6"
3/14/2008,"	9.8"
3/15/2008,"	9.9"
3/16/2008,"	11.4"
3/17/2008,"	9.8"
3/18/2008,"	9.6"
3/19/2008,"	6.3"
3/20/2008,"	6.1"
3/21/2008,"	6.1"
3/22/2008,"	5.9"
3/23/2008,"	2.6"
3/24/2008,"	2.4"
3/25/2008,"	5.8"
3/26/2008,"	6.8"
3/27/2008,"	5.2"
3/28/2008,"	7.5"
3/29/2008,"	9.6"
3/30/2008,"	9.9"
3/31/2008,"	8.8"
4/1/2008,"	11"
4/2/2008,"	12.7"
4/3/2008,"	11.7"
4/4/2008,"	10.3"
4/5/2008,"	8.9"
4/6/2008,"	11.1"
4/7/2008,"	11.3"
4/8/2008,"	8.2"
4/9/2008,"	7.5"
4/10/2008,"	11"
4/11/2008,"	10.2"
4/12/2008,"	7.7"
4/13/2008,"	8.6"
4/14/2008,"	6.3"
4/15/2008,"	8.1"
4/16/2008,"	8.6"
4/17/2008,"	8.3"
4/18/2008,"	7.9"
4/19/2008,"	9.9"
4/20/2008,"	8.6"
4/21/2008,"	9.6"
4/22/2008,"	11.2"
4/23/2008,"	12.8"
4/24/2008,"	12.2"
4/25/2008,"	14.3"
4/26/2008,"	13.4"
4/27/2008,"	13.1"
4/28/2008,"	10.8"
4/29/2008,"	11.1"
4/30/2008,"	8.2"
5/1/2008,"	11.2"
5/2/2008,"	13.3"
5/3/2008,"	15.3"
5/4/2008,"	15.9"
5/5/2008,"	14.7"
5/6/2008,"	14"
5/7/2008,"	13.9"
5/8/2008,"	14.3"
5/9/2008,"	15.8"
5/10/2008,"	17.3"
5/11/2008,"	14.7"
5/12/2008,"	14"
5/13/2008,"	13.8"
5/14/2008,"	14.8"
5/15/2008,"	14.1"
5/16/2008,"	12.7"
5/17/2008,"	13"
5/18/2008,"	14.5"
5/19/2008,"	12.7"
5/20/2008,"	14.4"
5/21/2008,"	13"
5/22/2008,"	13.9"
5/23/2008,"	14.3"
5/24/2008,"	14.6"
5/25/2008,"	14"
5/26/2008,"	15.2"
5/27/2008,"	18"
5/28/2008,"	18"
5/29/2008,"	15.5"
5/30/2008,"	15.1"
5/31/2008,"	16.5"
6/1/2008,"	18.7"
6/2/2008,"	15.7"
6/3/2008,"	16"
6/4/2008,"	14.4"
6/5/2008,"	14.4"
6/6/2008,"	14.5"
6/7/2008,"	14.3"
6/8/2008,"	14.5"
6/9/2008,"	15.2"
6/10/2008,"	16.3"
6/11/2008,"	16.4"
6/12/2008,"	16.5"
6/13/2008,"	15.3"
6/14/2008,"	13.7"
6/15/2008,"	14.3"
6/16/2008,"	15.5"
6/17/2008,"	15.6"
6/18/2008,"	17.2"
6/19/2008,"	19.1"
6/20/2008,"	20.3"
6/21/2008,"	21.8"
6/22/2008,"	22.2"
6/23/2008,"	21.7"
6/24/2008,"	21.5"
6/25/2008,"	21.9"
6/26/2008,"	22.2"
6/27/2008,"	21.4"
6/28/2008,"	23.2"
6/29/2008,"	23.2"
6/30/2008,"	22.2"
7/1/2008,"	21.9"
7/2/2008,"	21.1"
7/3/2008,"	19.6"
7/4/2008,"	20.7"
7/5/2008,"	21.3"
7/6/2008,"	20.8"
7/7/2008,"	19.8"
7/8/2008,"	19.3"
7/9/2008,"	18.8"
7/10/2008,"	20.3"
7/11/2008,"	21.2"
7/12/2008,"	21"
7/13/2008,"	21"
7/14/2008,"	17.2"
7/15/2008,"	19"
7/16/2008,"	19.6"
7/17/2008,"	19.4"
7/18/2008,"	20.3"
7/19/2008,"	20.8"
7/20/2008,"	19.9"
7/21/2008,"	20.1"
7/22/2008,"	18.9"
7/23/2008,"	19.4"
7/24/2008,"	19.7"
7/25/2008,"	20"
7/26/2008,"	21.3"
7/27/2008,"	20.9"
7/28/2008,"	20.9"
7/29/2008,"	21"
7/30/2008,"	22.9"
7/31/2008,"	23.5"
8/1/2008,"	23.2"
8/2/2008,"	22.6"
8/3/2008,"	22.8"
8/4/2008,"	22.6"
8/5/2008,"	23.6"
8/6/2008,"	23.6"
8/7/2008,"	23.2"
8/8/2008,"	23.2"
8/9/2008,"	21.4"
8/10/2008,"	21.1"
8/11/2008,"	19.6"
8/12/2008,"	21.5"
8/13/2008,"	22.1"
8/14/2008,"	20.1"
8/15/2008,"	18.6"
8/16/2008,"	17.9"
8/17/2008,"	18.1"
8/18/2008,"	19.2"
8/19/2008,"	20.8"
8/20/2008,"	21.6"
8/21/2008,"	20.7"
8/22/2008,"	20.9"
8/23/2008,"	20.4"
8/24/2008,"	19.4"
8/25/2008,"	18.4"
8/26/2008,"	19.9"
8/27/2008,"	20.8"
8/28/2008,"	21.7"
8/29/2008,"	22"
8/30/2008,"	21.8"
8/31/2008,"	21.3"
9/1/2008,"	20.7"
9/2/2008,"	19.9"
9/3/2008,"	19.4"
9/4/2008,"	19.4"
9/5/2008,"	20.2"
9/6/2008,"	20.9"
9/7/2008,"	19.1"
9/8/2008,"	17.1"
9/9/2008,"	19.1"
9/10/2008,"	22"
9/11/2008,"	21"
9/12/2008,"	20.5"
9/13/2008,"	15.9"
9/14/2008,"	14.4"
9/15/2008,"	15.1"
9/16/2008,"	14.3"
9/17/2008,"	13.9"
9/18/2008,"	15.9"
9/19/2008,"	14.9"
9/20/2008,"	14.8"
9/21/2008,"	12.8"
9/22/2008,"	11.8"
9/23/2008,"	11.6"
9/24/2008,"	11.9"
9/25/2008,"	11.6"
9/26/2008,"	11.6"
9/27/2008,"	11"
9/28/2008,"	11.6"
9/29/2008,"	12.4"
9/30/2008,"	13.4"
10/1/2008,"	14"
10/2/2008,"	14.4"
10/3/2008,"	12.4"
10/4/2008,"	10.3"
10/5/2008,"	10.4"
10/6/2008,"	12.3"
10/7/2008,"	14.2"
10/8/2008,"	14.6"
10/9/2008,"	15.4"
10/10/2008,"	14.9"
10/11/2008,"	14.7"
10/12/2008,"	14.4"
10/13/2008,"	15"
10/14/2008,"	16.6"
10/15/2008,"	15.2"
10/16/2008,"	16.4"
10/17/2008,"	15"
10/18/2008,"	14.6"
10/19/2008,"	13.8"
10/20/2008,"	15"
10/21/2008,"	14.9"
10/22/2008,"	14.7"
10/23/2008,"	15.3"
10/24/2008,"	14.7"
10/25/2008,"	13.9"
10/26/2008,"	13.8"
10/27/2008,"	12.3"
10/28/2008,"	10.8"
10/29/2008,"	11.1"
10/30/2008,"	6.1"
10/31/2008,"	7.4"
11/1/2008,"	10.1"
11/2/2008,"	12.1"
11/3/2008,"	8.7"
11/4/2008,"	10"
11/5/2008,"	8.6"
11/6/2008,"	9.2"
11/7/2008,"	7.6"
11/8/2008,"	8"
11/9/2008,"	8.2"
11/10/2008,"	9.1"
11/11/2008,"	9.8"
11/12/2008,"	9.3"
11/13/2008,"	8"
11/14/2008,"	8.9"
11/15/2008,"	9.2"
11/16/2008,"	8.6"
11/17/2008,"	8.7"
11/18/2008,"	7.3"
11/19/2008,"	6.7"
11/20/2008,"	6.5"
11/21/2008,"	6.6"
11/22/2008,"	6.5"
11/23/2008,"	3"
11/24/2008,"	1.4"
11/25/2008,"	1.9"
11/26/2008,"	1.7"
11/27/2008,"	1.8"
11/28/2008,"	3"
11/29/2008,"	2.2"
11/30/2008,"	2.8"
12/1/2008,"	2.2"
12/2/2008,"	0.2"
12/3/2008,"	0.2"
12/4/2008,"	1.8"
12/5/2008,"	4"
12/6/2008,"	3"
12/7/2008,"	2.6"
12/8/2008,"	1.8"
12/9/2008,"	1.6"
12/10/2008,"	3.2"
12/11/2008,"	4.4"
12/12/2008,"	4.1"
12/13/2008,"	3.2"
12/14/2008,"	4"
12/15/2008,"	4.6"
12/16/2008,"	4.3"
12/17/2008,"	3.4"
12/18/2008,"	3"
12/19/2008,"	3.8"
12/20/2008,"	4.6"
12/21/2008,"	6.8"
12/22/2008,"	6"
12/23/2008,"	6.6"
12/24/2008,"	6.3"
12/25/2008,"	2.9"
12/26/2008,"	4.2"
12/27/2008,"	2.4"
12/28/2008,"	-0.6"
12/29/2008,"	1.6"
12/30/2008,"	4.6"
12/31/2008,"	3.8"
1/1/2009,"	3.9"
1/2/2009,"	2.1"
1/3/2009,"	2"
1/4/2009,"	0.9"
1/5/2009,"	1"
1/6/2009,"	0.4"
1/7/2009,"	0.1"
1/8/2009,"	0.5"
1/9/2009,"	3"
1/10/2009,"	2.4"
1/11/2009,"	3.2"
1/12/2009,"	3.6"
1/13/2009,"	3.1"
1/14/2009,"	2.9"
1/15/2009,"	2.5"
1/16/2009,"	2.7"
1/17/2009,"	2.8"
1/18/2009,"	2.2"
1/19/2009,"	3.8"
1/20/2009,"	7"
1/21/2009,"	3"
1/22/2009,"	2"
1/23/2009,"	1.6"
1/24/2009,"	3.5"
1/25/2009,"	5"
1/26/2009,"	3.9"
1/27/2009,"	4"
1/28/2009,"	3.6"
1/29/2009,"	3.8"
1/30/2009,"	4.4"
1/31/2009,"	4"
2/1/2009,"	4.3"
2/2/2009,"	4.3"
2/3/2009,"	5.6"
2/4/2009,"	6"
2/5/2009,"	5"
2/6/2009,"	4.1"
2/7/2009,"	3.6"
2/8/2009,"	3.5"
2/9/2009,"	4.8"
2/10/2009,"	6.3"
2/11/2009,"	3.2"
2/12/2009,"	0.5"
2/13/2009,"	0.4"
2/14/2009,"	-0.1"
2/15/2009,"	0.2"
2/16/2009,"	2.4"
2/17/2009,"	2.3"
2/18/2009,"	3.1"
2/19/2009,"	3"
2/20/2009,"	4"
2/21/2009,"	5.2"
2/22/2009,"	5.4"
2/23/2009,"	6.2"
2/24/2009,"	5.3"
2/25/2009,"	4.1"
2/26/2009,"	5"
2/27/2009,"	6.8"
2/28/2009,"	7.6"
3/1/2009,"	7.8"
3/2/2009,"	7.9"
3/3/2009,"	7.2"
3/4/2009,"	4.9"
3/5/2009,"	3.6"
3/6/2009,"	5.7"
3/7/2009,"	7.2"
3/8/2009,"	7.9"
3/9/2009,"	9.2"
3/10/2009,"	6.4"
3/11/2009,"	8.1"
3/12/2009,"	7.3"
3/13/2009,"	8.7"
3/14/2009,"	10"
3/15/2009,"	10.9"
3/16/2009,"	11.9"
3/17/2009,"	9.6"
3/18/2009,"	11.6"
3/19/2009,"	9.8"
3/20/2009,"	5.9"
3/21/2009,"	3.3"
3/22/2009,"	6.2"
3/23/2009,"	9.2"
3/24/2009,"	7.4"
3/25/2009,"	6.2"
3/26/2009,"	8.5"
3/27/2009,"	10.8"
3/28/2009,"	7.4"
3/29/2009,"	8"
3/30/2009,"	9.6"
3/31/2009,"	11.6"
4/1/2009,"	9.6"
4/2/2009,"	9.2"
4/3/2009,"	8.3"
4/4/2009,"	10.8"
4/5/2009,"	11.1"
4/6/2009,"	9.9"
4/7/2009,"	10.5"
4/8/2009,"	10.7"
4/9/2009,"	12.3"
4/10/2009,"	14"
4/11/2009,"	13"
4/12/2009,"	14"
4/13/2009,"	14.5"
4/14/2009,"	13.7"
4/15/2009,"	12"
4/16/2009,"	7.2"
4/17/2009,"	7.8"
4/18/2009,"	7.4"
4/19/2009,"	9.6"
4/20/2009,"	10.7"
4/21/2009,"	12.4"
4/22/2009,"	15.3"
4/23/2009,"	15.8"
4/24/2009,"	10"
4/25/2009,"	13.2"
4/26/2009,"	9.9"
4/27/2009,"	8.7"
4/28/2009,"	11.8"
4/29/2009,"	10.4"
4/30/2009,"	10.5"
5/1/2009,"	13.3"
5/2/2009,"	15.2"
5/3/2009,"	14.4"
5/4/2009,"	12.8"
5/5/2009,"	12.9"
5/6/2009,"	14.7"
5/7/2009,"	14.9"
5/8/2009,"	14.9"
5/9/2009,"	15.2"
5/10/2009,"	15.1"
5/11/2009,"	16"
5/12/2009,"	17.4"
5/13/2009,"	17.4"
5/14/2009,"	16.3"
5/15/2009,"	13.5"
5/16/2009,"	16.3"
5/17/2009,"	16.7"
5/18/2009,"	16.7"
5/19/2009,"	17.6"
5/20/2009,"	18.8"
5/21/2009,"	19.4"
5/22/2009,"	19.1"
5/23/2009,"	20.6"
5/24/2009,"	22.5"
5/25/2009,"	21.8"
5/26/2009,"	18.7"
5/27/2009,"	20.5"
5/28/2009,"	18.75"
5/29/2009,"	19"
5/30/2009,"	16.25"
5/31/2009,"	18.6"
6/1/2009,"	16.55"
6/2/2009,"	16.2"
6/3/2009,"	17.95"
6/4/2009,"	17.7"
6/5/2009,"	18"
6/6/2009,"	15.7"
6/7/2009,"	16.3"
6/8/2009,"	15.6"
6/9/2009,"	15.1"
6/10/2009,"	16.4"
6/11/2009,"	19.7"
6/12/2009,"	19.3"
6/13/2009,"	20.2"
6/14/2009,"	20.8"
6/15/2009,"	21"
6/16/2009,"	21.9"
6/17/2009,"	20.3"
6/18/2009,"	21.6"
6/19/2009,"	21.7"
6/20/2009,"	19.8"
6/21/2009,"	18.4"
6/22/2009,"	16.4"
6/23/2009,"	17.8"
6/24/2009,"	19.8"
6/25/2009,"	19.6"
6/26/2009,"	17.3"
6/27/2009,"	17.1"
6/28/2009,"	20.3"
6/29/2009,"	18.9"
6/30/2009,"	19"
7/1/2009,"	18.8"
7/2/2009,"	19.7"
7/3/2009,"	21.9"
7/4/2009,"	21.5"
7/5/2009,"	21.8"
7/6/2009,"	21.4"
7/7/2009,"	21.8"
7/8/2009,"	19.2"
7/9/2009,"	19"
7/10/2009,"	18.4"
7/11/2009,"	19.1"
7/12/2009,"	20.1"
7/13/2009,"	21"
7/14/2009,"	23.5"
7/15/2009,"	23.4"
7/16/2009,"	23.9"
7/17/2009,"	22.7"
7/18/2009,"	19.9"
7/19/2009,"	18.9"
7/20/2009,"	19.1"
7/21/2009,"	20.7"
7/22/2009,"	22.6"
7/23/2009,"	23.2"
7/24/2009,"	22.9"
7/25/2009,"	21.8"
7/26/2009,"	21.8"
7/27/2009,"	21.9"
7/28/2009,"	22"
7/29/2009,"	23.4"
7/30/2009,"	24.1"
7/31/2009,"	23.5"
8/1/2009,"	23"
8/2/2009,"	21.3"
8/3/2009,"	21.5"
8/4/2009,"	21"
8/5/2009,"	21.8"
8/6/2009,"	22.8"
8/7/2009,"	23.5"
8/8/2009,"	19.1"
8/9/2009,"	20.8"
8/10/2009,"	20.7"
8/11/2009,"	21.7"
8/12/2009,"	22.7"
8/13/2009,"	22.3"
8/14/2009,"	21.8"
8/15/2009,"	22.5"
8/16/2009,"	20.7"
8/17/2009,"	22.2"
8/18/2009,"	24.1"
8/19/2009,"	22.2"
8/20/2009,"	23.9"
8/21/2009,"	24.2"
8/22/2009,"	23.4"
8/23/2009,"	22.2"
8/24/2009,"	22.9"
8/25/2009,"	22.5"
8/26/2009,"	21.7"
8/27/2009,"	20.7"
8/28/2009,"	22"
8/29/2009,"	22.7"
8/30/2009,"	22"
8/31/2009,"	22.1"
9/1/2009,"	21.4"
9/2/2009,"	20.8"
9/3/2009,"	23.2"
9/4/2009,"	21.6"
9/5/2009,"	18.6"
9/6/2009,"	18.1"
9/7/2009,"	18"
9/8/2009,"	18"
9/9/2009,"	17.3"
9/10/2009,"	18.4"
9/11/2009,"	18.6"
9/12/2009,"	15.9"
9/13/2009,"	15.4"
9/14/2009,"	14.3"
9/15/2009,"	12.3"
9/16/2009,"	14"
9/17/2009,"	16.4"
9/18/2009,"	13.7"
9/19/2009,"	14.2"
9/20/2009,"	15"
9/21/2009,"	16.6"
9/22/2009,"	17.6"
9/23/2009,"	16.9"
9/24/2009,"	17.1"
9/25/2009,"	17.6"
9/26/2009,"	16.3"
9/27/2009,"	16.3"
9/28/2009,"	16.7"
9/29/2009,"	17.2"
9/30/2009,"	17.5"
10/1/2009,"	17.1"
10/2/2009,"	15.3"
10/3/2009,"	15.9"
10/4/2009,"	16.1"
10/5/2009,"	16.3"
10/6/2009,"	16.8"
10/7/2009,"	16.7"
10/8/2009,"	16.5"
10/9/2009,"	16.9"
10/10/2009,"	14.8"
10/11/2009,"	15.4"
10/12/2009,"	14.8"
10/13/2009,"	12.1"
10/14/2009,"	10"
10/15/2009,"	8.3"
10/16/2009,"	7.8"
10/17/2009,"	7.8"
10/18/2009,"	7.1"
10/19/2009,"	7.3"
10/20/2009,"	8.8"
10/21/2009,"	10.5"
10/22/2009,"	10.8"
10/23/2009,"	11.7"
10/24/2009,"	11.2"
10/25/2009,"	12.7"
10/26/2009,"	12"
10/27/2009,"	12.1"
10/28/2009,"	12"
10/29/2009,"	11.6"
10/30/2009,"	11.4"
10/31/2009,"	11.9"
11/1/2009,"	12"
11/2/2009,"	10.1"
11/3/2009,"	8.2"
11/4/2009,"	9.2"
11/5/2009,"	6.6"
11/6/2009,"	6.2"
11/7/2009,"	5.4"
11/8/2009,"	6.2"
11/9/2009,"	6"
11/10/2009,"	5.8"
11/11/2009,"	5.4"
11/12/2009,"	6.3"
11/13/2009,"	9"
11/14/2009,"	10.5"
11/15/2009,"	9.2"
11/16/2009,"	10.1"
11/17/2009,"	9.5"
11/18/2009,"	11"
11/19/2009,"	10"
11/20/2009,"	10.5"
11/21/2009,"	8.5"
11/22/2009,"	7.8"
11/23/2009,"	8.3"
11/24/2009,"	9.2"
11/25/2009,"	9.25"
11/26/2009,"	11.25"
11/27/2009,"	7.3"
11/28/2009,"	6.4"
11/29/2009,"	5.6"
11/30/2009,"	6.4"
12/1/2009,"	3.7"
12/2/2009,"	3.7"
12/3/2009,"	4.7"
12/4/2009,"	4.7"
12/5/2009,"	4.1"
12/6/2009,"	5.6"
12/7/2009,"	7.9"
12/8/2009,"	7.2"
12/9/2009,"	5"
12/10/2009,"	5"
12/11/2009,"	4.7"
12/12/2009,"	3.6"
12/13/2009,"	1.6"
12/14/2009,"	1.2"
12/15/2009,"	1.5"
12/16/2009,"	1.7"
12/17/2009,"	-0.3"
12/18/2009,"	-2"
12/19/2009,"	-4.2"
12/20/2009,"	-3.5"
12/21/2009,"	-1.8"
12/22/2009,"	3.1"
12/23/2009,"	5.9"
12/24/2009,"	8.4"
12/25/2009,"	7.8"
12/26/2009,"	3.2"
12/27/2009,"	3.8"
12/28/2009,"	2.4"
12/29/2009,"	5.5"
12/30/2009,"	6.8"
12/31/2009,"	6.6"
1/1/2010,"	5.1"
1/2/2010,"	2.4"
1/3/2010,"	0.5"
1/4/2010,"	1.6"
1/5/2010,"	1.3"
1/6/2010,"	1"
1/7/2010,"	0.2"
1/8/2010,"	3.5"
1/9/2010,"	2.8"
1/10/2010,"	1"
1/11/2010,"	1.1"
1/12/2010,"	1.6"
1/13/2010,"	2.4"
1/14/2010,"	1.8"
1/15/2010,"	4.8"
1/16/2010,"	2.4"
1/17/2010,"	3.7"
1/18/2010,"	2.9"
1/19/2010,"	2.1"
1/20/2010,"	1.3"
1/21/2010,"	3.1"
1/22/2010,"	2.3"
1/23/2010,"	1.9"
1/24/2010,"	2.6"
1/25/2010,"	3.7"
1/26/2010,"	4.2"
1/27/2010,"	3.8"
1/28/2010,"	2.1"
1/29/2010,"	2.8"
1/30/2010,"	1.8"
1/31/2010,"	-0.4"
2/1/2010,"	-1"
2/2/2010,"	-0.6"
2/3/2010,"	1.9"
2/4/2010,"	4.1"
2/5/2010,"	3"
2/6/2010,"	2.7"
2/7/2010,"	3.8"
2/8/2010,"	3.4"
2/9/2010,"	4.1"
2/10/2010,"	4.5"
2/11/2010,"	-0.7"
2/12/2010,"	-1.8"
2/13/2010,"	-0.5"
2/14/2010,"	1"
2/15/2010,"	1.4"
2/16/2010,"	3.6"
2/17/2010,"	4.2"
2/18/2010,"	7.2"
2/19/2010,"	6.1"
2/20/2010,"	4.4"
2/21/2010,"	3.4"
2/22/2010,"	5"
2/23/2010,"	6.9"
2/24/2010,"	6.8"
2/25/2010,"	7.4"
2/26/2010,"	8.7"
2/27/2010,"	5.8"
2/28/2010,"	7.3"
3/1/2010,"	6.1"
3/2/2010,"	7.3"
3/3/2010,"	4.9"
3/4/2010,"	6.4"
3/5/2010,"	4.7"
3/6/2010,"	3.3"
3/7/2010,"	3.1"
3/8/2010,"	3.4"
3/9/2010,"	2.2"
3/10/2010,"	2.2"
3/11/2010,"	2.8"
3/12/2010,"	3.4"
3/13/2010,"	5.2"
3/14/2010,"	6.5"
3/15/2010,"	5.5"
3/16/2010,"	6.1"
3/17/2010,"	8.1"
3/18/2010,"	7.5"
3/19/2010,"	9.3"
3/20/2010,"	9"
3/21/2010,"	10.2"
3/22/2010,"	10.6"
3/23/2010,"	10.9"
3/24/2010,"	11.2"
3/25/2010,"	11.7"
3/26/2010,"	9.2"
3/27/2010,"	8.2"
3/28/2010,"	10.2"
3/29/2010,"	10"
3/30/2010,"	6.5"
3/31/2010,"	7.7"
4/1/2010,"	8.3"
4/2/2010,"	8.2"
4/3/2010,"	7.2"
4/4/2010,"	6"
4/5/2010,"	7.7"
4/6/2010,"	9.4"
4/7/2010,"	10.9"
4/8/2010,"	10.7"
4/9/2010,"	11.6"
4/10/2010,"	12.7"
4/11/2010,"	8"
4/12/2010,"	5.2"
4/13/2010,"	4.9"
4/14/2010,"	6"
4/15/2010,"	6.3"
4/16/2010,"	8.2"
4/17/2010,"	8.9"
4/18/2010,"	9.5"
4/19/2010,"	11.6"
4/20/2010,"	11.9"
4/21/2010,"	11.6"
4/22/2010,"	12.6"
4/23/2010,"	11.6"
4/24/2010,"	13.6"
4/25/2010,"	14.8"
4/26/2010,"	14.7"
4/27/2010,"	14.5"
4/28/2010,"	15.4"
4/29/2010,"	16.1"
4/30/2010,"	14.8"
5/1/2010,"	13.8"
5/2/2010,"	13"
5/3/2010,"	11.5"
5/4/2010,"	10.4"
5/5/2010,"	8.5"
5/6/2010,"	7.7"
5/7/2010,"	8.5"
5/8/2010,"	9.9"
5/9/2010,"	10.5"
5/10/2010,"	13.4"
5/11/2010,"	13"
5/12/2010,"	12.5"
5/13/2010,"	10.1"
5/14/2010,"	10.8"
5/15/2010,"	11.6"
5/16/2010,"	12.4"
5/17/2010,"	13.4"
5/18/2010,"	14.6"
5/19/2010,"	11.6"
5/20/2010,"	13.3"
5/21/2010,"	15.5"
5/22/2010,"	15.9"
5/23/2010,"	16"
5/24/2010,"	17.8"
5/25/2010,"	17.8"
5/26/2010,"	16.6"
5/27/2010,"	16.5"
5/28/2010,"	14.6"
5/29/2010,"	15.7"
5/30/2010,"	16.7"
5/31/2010,"	17.6"
6/1/2010,"	17.4"
6/2/2010,"	16.5"
6/3/2010,"	17.8"
6/4/2010,"	18.9"
6/5/2010,"	19.9"
6/6/2010,"	20.1"
6/7/2010,"	18.6"
6/8/2010,"	19.3"
6/9/2010,"	20.1"
6/10/2010,"	22.7"
6/11/2010,"	20.7"
6/12/2010,"	19.8"
6/13/2010,"	16.9"
6/14/2010,"	18.1"
6/15/2010,"	17.1"
6/16/2010,"	17"
6/17/2010,"	15.1"
6/18/2010,"	16.1"
6/19/2010,"	14.3"
6/20/2010,"	13.3"
6/21/2010,"	15.9"
6/22/2010,"	17.4"
6/23/2010,"	17.1"
6/24/2010,"	18.2"
6/25/2010,"	17.4"
6/26/2010,"	18.7"
6/27/2010,"	20.1"
6/28/2010,"	21.4"
6/29/2010,"	20.2"
6/30/2010,"	20.3"
7/1/2010,"	21.9"
7/2/2010,"	22.5"
7/3/2010,"	23.5"
7/4/2010,"	22.4"
7/5/2010,"	21.8"
7/6/2010,"	22.9"
7/7/2010,"	24"
7/8/2010,"	23.7"
7/9/2010,"	23.7"
7/10/2010,"	24.7"
7/11/2010,"	22.4"
7/12/2010,"	23.6"
7/13/2010,"	23.7"
7/14/2010,"	24.1"
7/15/2010,"	23.4"
7/16/2010,"	24"
7/17/2010,"	24.2"
7/18/2010,"	23.1"
7/19/2010,"	23.6"
7/20/2010,"	23.7"
7/21/2010,"	23.4"
7/22/2010,"	23.4"
7/23/2010,"	23"
7/24/2010,"	20.6"
7/25/2010,"	20.5"
7/26/2010,"	18.8"
7/27/2010,"	19.8"
7/28/2010,"	21.2"
7/29/2010,"	23.2"
7/30/2010,"	17.2"
7/31/2010,"	19.1"
8/1/2010,"	20.6"
8/2/2010,"	21.2"
8/3/2010,"	19.8"
8/4/2010,"	19.7"
8/5/2010,"	15.6"
8/6/2010,"	17.1"
8/7/2010,"	19.1"
8/8/2010,"	19.6"
8/9/2010,"	20.2"
8/10/2010,"	21.2"
8/11/2010,"	21"
8/12/2010,"	19.9"
8/13/2010,"	19.3"
8/14/2010,"	15"
8/15/2010,"	16.1"
8/16/2010,"	16.6"
8/17/2010,"	17.8"
8/18/2010,"	19"
8/19/2010,"	20.6"
8/20/2010,"	19.9"
8/21/2010,"	22.3"
8/22/2010,"	23.1"
8/23/2010,"	21.8"
8/24/2010,"	21.7"
8/25/2010,"	21.1"
8/26/2010,"	21.5"
8/27/2010,"	21.5"
8/28/2010,"	21.6"
8/29/2010,"	19.1"
8/30/2010,"	17.5"
8/31/2010,"	16.2"
9/1/2010,"	16.8"
9/2/2010,"	16.8"
9/3/2010,"	18.3"
9/4/2010,"	19"
9/5/2010,"	19.1"
9/6/2010,"	19.5"
9/7/2010,"	17.4"
9/8/2010,"	17.1"
9/9/2010,"	12.9"
9/10/2010,"	15.1"
9/11/2010,"	16.7"
9/12/2010,"	17.4"
9/13/2010,"	16.2"
9/14/2010,"	16.3"
9/15/2010,"	17.4"
9/16/2010,"	18.6"
9/17/2010,"	18.1"
9/18/2010,"	16.8"
9/19/2010,"	16.8"
9/20/2010,"	17.6"
9/21/2010,"	15.9"
9/22/2010,"	16.6"
9/23/2010,"	16.7"
9/24/2010,"	13.1"
9/25/2010,"	12.2"
9/26/2010,"	12.6"
9/27/2010,"	12.1"
9/28/2010,"	12.1"
9/29/2010,"	12.9"
9/30/2010,"	13.7"
10/1/2010,"	15"
10/2/2010,"	14.7"
10/3/2010,"	16"
10/4/2010,"	15.1"
10/5/2010,"	15"
10/6/2010,"	15.9"
10/7/2010,"	16"
10/8/2010,"	16.9"
10/9/2010,"	15.7"
10/10/2010,"	14.8"
